ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
img43,model-generated,201,1.0,0.002777777777777778,0.8125,0.08515625,0.565625,0,0,0,0,0
img90,model-generated,201,1.0,0.76953125,0.99921875,0.2013888888888889,0.7319444444444444,0,0,0,0,0
img134,model-generated,201,1.0,0.38125,0.4515625,0.5375,0.6625,0,0,0,0,0
img15,model-generated,201,1.0,0.49140625,0.6203125,0.3902777777777778,0.6236111111111111,0,0,0,0,0
img30,model-generated,201,1.0,0.50390625,0.59765625,0.19444444444444445,0.3625,0,0,0,0,0
img23,model-generated,201,1.0,0.46171875,0.6734375,0.3277777777777778,0.7027777777777777,0,0,0,0,0
img2,model-generated,201,1.0,0.5125,0.578125,0.5222222222222223,0.6416666666666667,0,0,0,0,0
img150,model-generated,201,1.0,0.553125,0.64609375,0.3958333333333333,0.5569444444444445,0,0,0,0,0
img31,model-generated,201,1.0,0.4484375,0.6953125,0.4,0.8333333333333334,0,0,0,0,0
img74,model-generated,201,1.0,0.24166666666666667,0.8305555555555556,0.19140625,0.528125,0,0,0,0,0
img61,model-generated,201,1.0,0.225,0.7694444444444445,0.32890625,0.634375,0,0,0,0,0
img164,model-generated,201,1.0,0.41875,0.4578125,0.5930555555555556,0.6611111111111111,0,0,0,0,0
img166,model-generated,201,1.0,0.45234375,0.50546875,0.5458333333333333,0.6416666666666667,0,0,0,0,0
img84,model-generated,201,1.0,0.11944444444444445,0.7458333333333333,0.259375,0.6140625,0,0,0,0,0
img162,model-generated,201,1.0,0.23515625,0.42578125,0.5097222222222222,0.8430555555555556,0,0,0,0,0
img94,model-generated,201,1.0,0.48125,0.540625,0.2625,0.37083333333333335,0,0,0,0,0
img92,model-generated,201,1.0,0.71171875,0.9984375,0.3333333333333333,0.825,0,0,0,0,0
img165,model-generated,201,1.0,0.49375,0.59453125,0.3875,0.5652777777777778,0,0,0,0,0
img143,model-generated,201,1.0,0.48359375,0.60703125,0.44166666666666665,0.6611111111111111,0,0,0,0,0
img40,model-generated,201,1.0,0.0,0.6097222222222223,0.1546875,0.65859375,0,0,0,0,0
img113,model-generated,201,1.0,0.64375,0.97265625,0.03333333333333333,0.5819444444444445,0,0,0,0,0
img128,model-generated,201,1.0,0.446875,0.734375,0.14444444444444443,0.6555555555555556,0,0,0,0,0
img95,model-generated,201,1.0,0.83359375,0.99921875,0.0,0.3958333333333333,0,0,0,0,0
img22,model-generated,201,1.0,0.50234375,0.60234375,0.5305555555555556,0.7055555555555556,0,0,0,0,0
img105,model-generated,201,1.0,0.60703125,0.78515625,0.33194444444444443,0.6361111111111111,0,0,0,0,0
img45,model-generated,201,1.0,0.1736111111111111,0.7236111111111111,0.334375,0.64453125,0,0,0,0,0
img41,model-generated,201,1.0,0.16944444444444445,0.6277777777777778,0.36171875,0.62109375,0,0,0,0,0
img149,model-generated,201,1.0,0.3609375,0.6453125,0.2652777777777778,0.7722222222222223,0,0,0,0,0
img72,model-generated,201,1.0,0.18611111111111112,0.7722222222222223,0.33359375,0.6640625,0,0,0,0,0
img142,model-generated,201,1.0,0.509375,0.64453125,0.3541666666666667,0.5944444444444444,0,0,0,0,0
img108,model-generated,201,1.0,0.49375,0.69296875,0.44305555555555554,0.7972222222222223,0,0,0,0,0
img148,model-generated,201,1.0,0.4234375,0.5296875,0.39166666666666666,0.5791666666666667,0,0,0,0,0
img6,model-generated,201,1.0,0.50546875,0.590625,0.44305555555555554,0.5930555555555556,0,0,0,0,0
img18,model-generated,201,1.0,0.49921875,0.61015625,0.41805555555555557,0.6138888888888889,0,0,0,0,0
img27,model-generated,201,1.0,0.50703125,0.58671875,0.4638888888888889,0.6055555555555555,0,0,0,0,0
img85,model-generated,201,1.0,0.21944444444444444,0.7694444444444445,0.3359375,0.64296875,0,0,0,0,0
img156,model-generated,201,1.0,0.34765625,0.61328125,0.225,0.6986111111111111,0,0,0,0,0
img115,model-generated,201,1.0,0.4796875,0.53203125,0.48333333333333334,0.5805555555555556,0,0,0,0,0
img110,model-generated,201,1.0,0.353125,0.4,0.4708333333333333,0.5541666666666667,0,0,0,0,0
img104,model-generated,201,1.0,0.478125,0.5375,0.44583333333333336,0.5541666666666667,0,0,0,0,0
img29,model-generated,201,1.0,0.50546875,0.59140625,0.49027777777777776,0.6416666666666667,0,0,0,0,0
img46,model-generated,201,1.0,0.001388888888888889,0.7708333333333334,0.090625,0.5609375,0,0,0,0,0
img24,model-generated,201,1.0,0.4625,0.67265625,0.6486111111111111,0.9972222222222222,0,0,0,0,0
img34,model-generated,201,1.0,0.50390625,0.59765625,0.19444444444444445,0.3625,0,0,0,0,0
img89,model-generated,201,1.0,0.4296875,0.475,0.5916666666666667,0.6777777777777778,0,0,0,0,0
img67,model-generated,201,1.0,0.3375,0.9986111111111111,0.2390625,0.71484375,0,0,0,0,0
img80,model-generated,201,1.0,0.19722222222222222,0.9055555555555556,0.165625,0.56953125,0,0,0,0,0
img137,model-generated,201,1.0,0.509375,0.6421875,0.3527777777777778,0.5847222222222223,0,0,0,0,0
img48,model-generated,201,1.0,0.31666666666666665,0.9263888888888889,0.384375,0.72890625,0,0,0,0,0
img102,model-generated,201,1.0,0.49609375,0.62109375,0.3236111111111111,0.55,0,0,0,0,0
img86,model-generated,201,1.0,0.30625,0.3890625,0.4027777777777778,0.5513888888888889,0,0,0,0,0
img26,model-generated,201,1.0,0.48828125,0.6265625,0.28055555555555556,0.5277777777777778,0,0,0,0,0
img82,model-generated,201,1.0,0.09166666666666666,0.9291666666666667,0.2171875,0.68359375,0,0,0,0,0
img159,model-generated,201,1.0,0.40546875,0.44609375,0.49027777777777776,0.5625,0,0,0,0,0
img106,model-generated,201,1.0,0.4734375,0.53671875,0.19444444444444445,0.3125,0,0,0,0,0
img81,model-generated,201,1.0,0.0625,0.8597222222222223,0.38671875,0.846875,0,0,0,0,0
img131,model-generated,201,1.0,0.390625,0.42890625,0.45,0.5194444444444445,0,0,0,0,0
img130,model-generated,201,1.0,0.3421875,0.65859375,0.1111111111111111,0.6833333333333333,0,0,0,0,0
img54,model-generated,201,1.0,0.001388888888888889,0.5958333333333333,0.11015625,0.54765625,0,0,0,0,0
img11,model-generated,201,1.0,0.503125,0.59921875,0.45555555555555555,0.625,0,0,0,0,0
img60,model-generated,201,1.0,0.1763888888888889,0.7597222222222222,0.265625,0.596875,0,0,0,0,0
img4,model-generated,201,1.0,0.46484375,0.66875,0.006944444444444444,0.3736111111111111,0,0,0,0,0
img44,model-generated,201,1.0,0.3263888888888889,0.9305555555555556,0.26171875,0.6046875,0,0,0,0,0
img42,model-generated,201,1.0,0.2902777777777778,0.9597222222222223,0.32265625,0.6953125,0,0,0,0,0
img157,model-generated,201,1.0,0.44609375,0.67109375,0.3527777777777778,0.7458333333333333,0,0,0,0,0
img1,model-generated,201,1.0,0.503125,0.6,0.3958333333333333,0.5666666666666667,0,0,0,0,0
img69,model-generated,201,1.0,0.1736111111111111,0.8555555555555555,0.1640625,0.5546875,0,0,0,0,0
img32,model-generated,201,1.0,0.46015625,0.678125,0.5680555555555555,0.9625,0,0,0,0,0
img141,model-generated,201,1.0,0.396875,0.4296875,0.44027777777777777,0.4986111111111111,0,0,0,0,0
img66,model-generated,201,1.0,0.001388888888888889,0.6208333333333333,0.171875,0.8703125,0,0,0,0,0
img38,model-generated,201,1.0,0.12361111111111112,0.5319444444444444,0.25859375,0.490625,0,0,0,0,0
img126,model-generated,201,1.0,0.55,0.70703125,0.4013888888888889,0.6763888888888889,0,0,0,0,0
img65,model-generated,201,1.0,0.10694444444444444,0.825,0.1578125,0.56953125,0,0,0,0,0
img151,model-generated,201,1.0,0.44609375,0.49296875,0.6333333333333333,0.7166666666666667,0,0,0,0,0
img25,model-generated,201,1.0,0.49296875,0.61796875,0.49444444444444446,0.7125,0,0,0,0,0
img78,model-generated,201,1.0,0.21944444444444444,0.8833333333333333,0.31796875,0.68984375,0,0,0,0,0
img33,model-generated,201,1.0,0.46796875,0.6640625,0.32083333333333336,0.6722222222222223,0,0,0,0,0
img100,model-generated,201,1.0,0.5890625,0.91328125,0.043055555555555555,0.6,0,0,0,0,0
img53,model-generated,201,1.0,0.07083333333333333,0.5555555555555556,0.31328125,0.5859375,0,0,0,0,0
img163,model-generated,201,1.0,0.43671875,0.47734375,0.6638888888888889,0.7375,0,0,0,0,0
img144,model-generated,201,1.0,0.40078125,0.6640625,0.13194444444444445,0.6055555555555555,0,0,0,0,0
img109,model-generated,201,1.0,0.48125,0.56171875,0.0375,0.18888888888888888,0,0,0,0,0
img122,model-generated,201,1.0,0.546875,0.69453125,0.019444444444444445,0.28888888888888886,0,0,0,0,0
img68,model-generated,201,1.0,0.25555555555555554,0.7319444444444444,0.29765625,0.56640625,0,0,0,0,0
img125,model-generated,201,1.0,0.46640625,0.56640625,0.4777777777777778,0.6555555555555556,0,0,0,0,0
img93,model-generated,201,1.0,0.43046875,0.54453125,0.48333333333333334,0.6875,0,0,0,0,0
img51,model-generated,201,1.0,0.17222222222222222,0.7263888888888889,0.33359375,0.6453125,0,0,0,0,0
img70,model-generated,201,1.0,0.0,0.7152777777777778,0.12109375,0.66484375,0,0,0,0,0
img88,model-generated,201,1.0,0.4703125,0.54453125,0.4236111111111111,0.5583333333333333,0,0,0,0,0
img140,model-generated,201,1.0,0.3046875,0.54921875,0.10277777777777777,0.5430555555555555,0,0,0,0,0
img17,model-generated,201,1.0,0.56796875,0.66328125,0.20972222222222223,0.3763888888888889,0,0,0,0,0
img138,model-generated,201,1.0,0.45703125,0.55234375,0.5041666666666667,0.6736111111111112,0,0,0,0,0
img10,model-generated,201,1.0,0.50234375,0.59609375,0.19722222222222222,0.36527777777777776,0,0,0,0,0
img135,model-generated,201,1.0,0.44765625,0.51328125,0.46944444444444444,0.5847222222222223,0,0,0,0,0
img103,model-generated,201,1.0,0.4234375,0.5921875,0.4236111111111111,0.7208333333333333,0,0,0,0,0
img39,model-generated,201,1.0,0.22916666666666666,0.7791666666666667,0.32890625,0.63828125,0,0,0,0,0
img154,model-generated,201,1.0,0.47734375,0.5546875,0.4083333333333333,0.5458333333333333,0,0,0,0,0
img50,model-generated,201,1.0,0.15833333333333333,0.9972222222222222,0.1765625,0.6984375,0,0,0,0,0
img139,model-generated,201,1.0,0.403125,0.4546875,0.5305555555555556,0.6222222222222222,0,0,0,0,0
img36,model-generated,201,1.0,0.0625,0.8208333333333333,0.1546875,0.58671875,0,0,0,0,0
img20,model-generated,201,1.0,0.46015625,0.55546875,0.20416666666666666,0.37222222222222223,0,0,0,0,0
img7,model-generated,201,1.0,0.51171875,0.5796875,0.4236111111111111,0.5444444444444444,0,0,0,0,0
img14,model-generated,201,1.0,0.5078125,0.5859375,0.42083333333333334,0.5583333333333333,0,0,0,0,0
img124,model-generated,201,1.0,0.45546875,0.49375,0.4708333333333333,0.5402777777777777,0,0,0,0,0
img133,model-generated,201,1.0,0.4859375,0.7734375,0.08888888888888889,0.6013888888888889,0,0,0,0,0
img63,model-generated,201,1.0,0.35694444444444445,0.7194444444444444,0.2234375,0.43359375,0,0,0,0,0
img160,model-generated,201,1.0,0.44140625,0.5078125,0.4527777777777778,0.5722222222222222,0,0,0,0,0
img112,model-generated,201,1.0,0.3203125,0.42734375,0.3972222222222222,0.5833333333333334,0,0,0,0,0
img161,model-generated,201,1.0,0.5421875,0.63984375,0.41944444444444445,0.5902777777777778,0,0,0,0,0
img119,model-generated,201,1.0,0.47421875,0.5671875,0.6083333333333333,0.775,0,0,0,0,0
img52,model-generated,201,1.0,0.0,0.45416666666666666,0.15390625,0.66328125,0,0,0,0,0
img71,model-generated,201,1.0,0.14583333333333334,0.7847222222222222,0.165625,0.534375,0,0,0,0,0
img123,model-generated,201,1.0,0.4859375,0.540625,0.4388888888888889,0.5333333333333333,0,0,0,0,0
img155,model-generated,201,1.0,0.42890625,0.478125,0.48055555555555557,0.5680555555555555,0,0,0,0,0
img111,model-generated,201,1.0,0.44609375,0.68671875,0.0,0.4236111111111111,0,0,0,0,0
img97,model-generated,201,1.0,0.39296875,0.43984375,0.5958333333333333,0.6791666666666667,0,0,0,0,0
img28,model-generated,201,1.0,0.3515625,0.86640625,0.0,0.6513888888888889,0,0,0,0,0
img13,model-generated,201,1.0,0.49140625,0.6203125,0.4041666666666667,0.6291666666666667,0,0,0,0,0
img146,model-generated,201,1.0,0.3984375,0.43046875,0.4597222222222222,0.5152777777777777,0,0,0,0,0
img21,model-generated,201,1.0,0.5171875,0.5734375,0.3819444444444444,0.4861111111111111,0,0,0,0,0
img117,model-generated,201,1.0,0.45546875,0.5375,0.4166666666666667,0.5597222222222222,0,0,0,0,0
img91,model-generated,201,1.0,0.51875,0.58515625,0.5541666666666667,0.675,0,0,0,0,0
img56,model-generated,201,1.0,0.2833333333333333,0.7916666666666666,0.28359375,0.56796875,0,0,0,0,0
img79,model-generated,201,1.0,0.0,0.5138888888888888,0.2375,0.59609375,0,0,0,0,0
img16,model-generated,201,1.0,0.41640625,0.75,0.46944444444444444,0.9958333333333333,0,0,0,0,0
img58,model-generated,201,1.0,0.001388888888888889,0.9236111111111112,0.21875,0.78671875,0,0,0,0,0
img158,model-generated,201,1.0,0.46484375,0.52734375,0.48333333333333334,0.5958333333333333,0,0,0,0,0
img118,model-generated,201,1.0,0.440625,0.6921875,0.04861111111111111,0.49583333333333335,0,0,0,0,0
img8,model-generated,201,1.0,0.50546875,0.58828125,0.4486111111111111,0.5944444444444444,0,0,0,0,0
img57,model-generated,201,1.0,0.001388888888888889,0.6347222222222222,0.1875,0.56875,0,0,0,0,0
img152,model-generated,201,1.0,0.38671875,0.67734375,0.2361111111111111,0.7486111111111111,0,0,0,0,0
img37,model-generated,201,1.0,0.1597222222222222,0.7444444444444445,0.33203125,0.66171875,0,0,0,0,0
img167,model-generated,201,1.0,0.3046875,0.47421875,0.4041666666666667,0.7013888888888888,0,0,0,0,0
img96,model-generated,201,1.0,0.465625,0.5171875,0.425,0.5180555555555556,0,0,0,0,0
img5,model-generated,201,1.0,0.3828125,0.8125,0.28055555555555556,0.9958333333333333,0,0,0,0,0
img120,model-generated,201,1.0,0.321875,0.4109375,0.38333333333333336,0.5375,0,0,0,0,0
img136,model-generated,201,1.0,0.45234375,0.64921875,0.4097222222222222,0.7583333333333333,0,0,0,0,0
img121,model-generated,201,1.0,0.4609375,0.525,0.45694444444444443,0.5680555555555555,0,0,0,0,0
